"";"LAI";"LI";"Pot.Demand";"S.D";"LeafExpEffect";"Delta.LAI";"Transpiration";"Sum.Water.Use";"Bio.Water";"Bio.Light";"Delta.Biomass";"Sum.Biomass"
"1";1,5;0,490843579392451;5,24837411026548;0,0833354030202459;0;0;0,437375371679998;0,437375371679998;1,76708077237022;21,2044426297539;1,76708077237022;46,7670807723702
"2";1,5;0,490843579392451;4,76553709301362;0,0907752752403046;0;0;0,432592941286193;0,869968312966191;1,92483911603316;21,2044426297539;1,92483911603316;48,6919198884034
"3";1,5;0,490843579392451;1,56666069207385;0,273104958839418;0;0;0,427862803824163;1,29783111679035;3,00276066824312;10,9948961783909;3,00276066824312;51,6946805566465
"4";1,5;0,490843579392451;3,35049842874444;0,126304905524603;0;0;0,423184387502897;1,72101550429325;2,38064455382482;18,8483934486701;2,38064455382482;54,0753251104713
"5";1,5;0,490843579392451;3,17173360730327;0,13196477970905;0;0;0,418557126783566;2,13957263107682;2,38368558560144;18,0630437216422;2,38368558560144;56,4590106960728
"6";1,5;0,490843579392451;3,60722006528269;0,114764404394251;0;0;0,413980462311159;2,55355309338798;1,89273406693449;16,4923442675863;1,89273406693449;58,3517447630073
"7";1,5;0,490843579392451;3,85953521327672;0,106088898849363;0;0;0,409453840846869;2,96300693423485;1,91628841829692;18,0630437216422;1,91628841829692;60,2680331813042
"8";1,5;0,490843579392451;5,41922967387405;0,0747295722035172;0;0;0,404976715201214;3,36798364943606;1,46722122827364;19,633743175698;1,46722122827364;61,7352544095778
"9";1,5;0,490843579392451;3,26456401535675;0,122695876779773;0;0;0,400548544167892;3,76853219360395;1,63810594671958;13,3509453594747;1,63810594671958;63,3733603562974
"10";1,5;0,490843579392451;1,19504579061647;0,331509299115638;0;0;0,396168792458359;4,16470098606231;3,64491032594757;10,9948961783909;3,64491032594757;67,018270682245
"11";1,5;0,490843579392451;3,30211343186466;0,118662468362226;0;0;0,391836930637122;4,55653791669943;2,42297996555508;20,419092902726;2,42297996555508;69,4412506478
"12";1,5;0,490843579392451;3,99104202355477;0,0971055761303534;0;0;0,387552435057738;4,94409035175717;1,98280778037841;20,419092902726;1,98280778037841;71,4240584281785
"13";1,5;0,490843579392451;1,08208278455266;0,35423795043369;0;0;0,383314787799516;5,32740513955669;2,78200677676029;7,85349727027921;2,78200677676029;74,2060652049387
"14";1,5;0,490843579392451;4,38064879299927;0,0865450517765288;0;0;0,37912347660491;5,7065286161616;1,76717145249617;20,419092902726;1,76717145249617;75,9732366574349
"15";1,5;0,490843579392451;4,60578108788745;0,0814146368796666;0;0;0,374977994817593;6,08150661097919;1,91816888548571;23,5604918108376;1,91816888548571;77,8914055429206
"16";1,5;0,490843579392451;4,07945969134232;0,0909134712394177;0;0;0,370877841321214;6,4523844523004;1,92776948516801;21,2044426297539;1,92776948516801;79,8191750280886
"17";1,5;0,490843579392451;3,75436293570462;0,0977056631872952;0;0;0,36682252047882;6,81920697277922;2,07179412965706;21,2044426297539;2,07179412965706;81,8909691577457
"18";1,5;0,490843579392451;5,82829913542437;0,0622499864270484;0;0;0,362811542072945;7,18201851485217;1,41775228559125;22,7751420838097;1,41775228559125;83,3087214433369
"19";1,5;0,490843579392451;6,97845349428627;0,0514217686683957;0;0;0,358844421246346;7,54086293609851;1,09036994364947;21,2044426297539;1,09036994364947;84,3990913869864
"20";1,5;0,490843579392451;5,12409557297362;0,0692650387544256;0;0;0,354920678443398;7,89578361454191;1,41432926123753;20,419092902726;1,41432926123753;85,8134206482239
"21";1,5;0,490843579392451;4,55251785050878;0,0771089429803969;0;0;0,351039839352121;8,24682345389403;1,51393718302666;19,633743175698;1,51393718302666;87,3273578312506
"22";1,5;0,490843579392451;4,35698924348289;0,0796883846720944;0;0;0,347201434846843;8,59402488874087;1,43941477643908;18,0630437216422;1,43941477643908;88,7667726076897
"23";1,5;0,490843579392451;1,92587059229517;0,178311565847339;0;0;0,343405000931493;8,93742988967237;1,9605171538978;10,9948961783909;1,9605171538978;90,7272897615875
"24";1,5;0,490843579392451;4,29148327215909;0,0791451479927667;0;0;0,339650078683514;9,27707996835588;1,55391550929259;19,633743175698;1,55391550929259;92,2812052708801
"25";1,5;0,490843579392451;3,90701323931849;0,0859828707048299;0;0;0,33593621419838;9,61301618255426;1,48558572881654;17,2776939946143;1,48558572881654;93,7667909996966
"26";1,5;0,490843579392451;2,36200138595372;0,140670094653893;0;0;0,332262958534736;9,945279141089;2,20950440874853;15,7069945405584;2,20950440874853;95,9762954084451
"27";1,5;0,490843579392451;2,90790943298176;0,11301241501292;0;0;0,32862986766012;10,2739090087491;1,95259392418558;17,2776939946143;1,95259392418558;97,9288893326307
"28";1,5;0,490843579392451;4,36201695265622;0,0745151855036616;0;0;0,325036502397295;10,5989455111464;1,40449153427365;18,8483934486701;1,40449153427365;99,3333808669043
"29";1,5;0,490843579392451;5,84177504841687;0,0550316343417362;0;0;0,321482428371156;10,9204279395176;1,21013421222912;21,9897923567818;1,21013421222912;100,543515079133
"30";1,5;0,490843579392451;5,11104541618321;0,0622117766649918;0;0;0,31796721595622;11,2383951554738;1,22145004554433;19,633743175698;1,22145004554433;101,764965124678
"31";1,5;0,490843579392451;4,65046837571746;0,067625541088897;0;0;0,314490440224697;11,5528855956985;1,32774250585702;19,633743175698;1,32774250585702;103,092707630535
