"";"DAS";"ASW1";"ASW2";"ASW3";"Tot.ASW";"Root.depth";"PS1";"PS2";"PS3";"Pot.Supply"
"1";30;40;30;30;100;57,9428;0,437375371679998;0;0;0,437375371679998
"2";31;39,56262462832;30;30;99,56262462832;57,9428;0,432592941286193;0;0;0,432592941286193
"3";32;39,1300316870338;30;30;99,1300316870338;57,9428;0,427862803824163;0;0;0,427862803824163
"4";33;38,7021688832096;30;30;98,7021688832097;57,9428;0,423184387502897;0;0;0,423184387502897
"5";34;38,2789844957067;30;30;98,2789844957067;57,9428;0,418557126783566;0;0;0,418557126783566
"6";35;37,8604273689232;30;30;97,8604273689232;57,9428;0,413980462311159;0;0;0,413980462311159
"7";36;37,446446906612;30;30;97,446446906612;57,9428;0,409453840846869;0;0;0,409453840846869
"8";37;37,0369930657651;30;30;97,0369930657651;57,9428;0,404976715201214;0;0;0,404976715201214
"9";38;36,6320163505639;30;30;96,6320163505639;57,9428;0,400548544167892;0;0;0,400548544167892
"10";39;36,231467806396;30;30;96,231467806396;57,9428;0,396168792458359;0;0;0,396168792458359
"11";40;35,8352990139377;30;30;95,8352990139377;57,9428;0,391836930637122;0;0;0,391836930637122
"12";41;35,4434620833006;30;30;95,4434620833006;57,9428;0,387552435057738;0;0;0,387552435057738
"13";42;35,0559096482428;30;30;95,0559096482428;57,9428;0,383314787799516;0;0;0,383314787799516
"14";43;34,6725948604433;30;30;94,6725948604433;57,9428;0,37912347660491;0;0;0,37912347660491
"15";44;34,2934713838384;30;30;94,2934713838384;57,9428;0,374977994817593;0;0;0,374977994817593
"16";45;33,9184933890208;30;30;93,9184933890208;57,9428;0,370877841321214;0;0;0,370877841321214
"17";46;33,5476155476996;30;30;93,5476155476996;57,9428;0,36682252047882;0;0;0,36682252047882
"18";47;33,1807930272208;30;30;93,1807930272208;57,9428;0,362811542072945;0;0;0,362811542072945
"19";48;32,8179814851478;30;30;92,8179814851478;57,9428;0,358844421246346;0;0;0,358844421246346
"20";49;32,4591370639015;30;30;92,4591370639015;57,9428;0,354920678443398;0;0;0,354920678443398
"21";50;32,1042163854581;30;30;92,1042163854581;57,9428;0,351039839352121;0;0;0,351039839352121
"22";51;31,753176546106;30;30;91,753176546106;57,9428;0,347201434846843;0;0;0,347201434846843
"23";52;31,4059751112591;30;30;91,4059751112591;57,9428;0,343405000931493;0;0;0,343405000931493
"24";53;31,0625701103276;30;30;91,0625701103276;57,9428;0,339650078683514;0;0;0,339650078683514
"25";54;30,7229200316441;30;30;90,7229200316441;57,9428;0,33593621419838;0;0;0,33593621419838
"26";55;30,3869838174457;30;30;90,3869838174457;57,9428;0,332262958534736;0;0;0,332262958534736
"27";56;30,054720858911;30;30;90,054720858911;57,9428;0,32862986766012;0;0;0,32862986766012
"28";57;29,7260909912509;30;30;89,7260909912509;57,9428;0,325036502397295;0;0;0,325036502397295
"29";58;29,4010544888536;30;30;89,4010544888536;57,9428;0,321482428371156;0;0;0,321482428371156
"30";59;29,0795720604824;30;30;89,0795720604824;57,9428;0,31796721595622;0;0;0,31796721595622
"31";60;28,7616048445262;30;30;88,7616048445262;57,9428;0,314490440224697;0;0;0,314490440224697
