"";"LAI";"LI";"Pot.Demand";"S.D";"LeafExpEffect";"Delta.LAI";"Transpiration";"Sum.Water.Use";"Bio.Water";"Bio.Light";"Delta.Biomass";"Sum.Biomass"
"1";1,5;0,490843579392451;5,24837411026548;0,103041333431033;0;0;0,540799466666667;0,540799466666667;2,18493404323168;21,2044426297539;2,18493404323168;47,1849340432317
"2";1,5;0,490843579392451;4,76553709301362;0,111947059623163;0;0;0,533487865087993;1,07428733175466;2,373775003349;21,2044426297539;2,373775003349;49,5587090465807
"3";1,5;0,490843579392451;1,56666069207385;0,335921568038146;0;0;0,526275116265175;1,60056244801983;3,69342276466169;10,9948961783909;3,69342276466169;53,2521318112424
"4";1,5;0,490843579392451;3,35049842874444;0,154950045419009;0;0;0,519159883710271;2,11972233173011;2,92055942094679;18,8483934486701;2,92055942094679;56,1726912321892
"5";1,5;0,490843579392451;3,17173360730327;0,161470322673184;0;0;0,51214084900464;2,63186318073475;2,91664549819339;18,0630437216422;2,91664549819339;59,0893367303825
"6";1,5;0,490843579392451;3,60722006528269;0,140057080635875;0;0;0,505216711554642;3,13707989228939;2,30986959095994;16,4923442675863;2,30986959095994;61,3992063213425
"7";1,5;0,490843579392451;3,85953521327672;0,129131141655661;0;0;0,498386188350646;3,63546608064003;2,33250145755177;18,0630437216422;2,33250145755177;63,7317077788943
"8";1,5;0,490843579392451;5,41922967387405;0,0907228597635408;0;0;0,491648013729294;4,12711409436933;1,78122932876223;19,633743175698;1,78122932876223;65,5129371076565
"9";1,5;0,490843579392451;3,26456401535675;0,148565302091643;0;0;0,485000939138981;4,61211503350831;1,98348723053937;13,3509453594747;1,98348723053937;67,4964243381959
"10";1,5;0,490843579392451;1,19504579061647;0,400355983565863;0;0;0,478443732908501;5,09055876641681;4,40187247370424;10,9948961783909;4,40187247370424;71,8982968119001
"11";1,5;0,490843579392451;3,30211343186466;0,142931243810214;0;0;0,471975180018828;5,56253394643564;2,91852634606292;20,419092902726;2,91852634606292;74,816823157963
"12";1,5;0,490843579392451;3,99104202355477;0,116659779358393;0;0;0,465594081877976;6,02812802831362;2,38208687273055;20,419092902726;2,38208687273055;77,1989100306936
"13";1,5;0,490843579392451;1,08208278455266;0,424458518937424;0;0;0,459299256098907;6,48742728441252;3,33348381982181;7,85349727027921;3,33348381982181;80,5323938505154
"14";1,5;0,490843579392451;4,38064879299927;0,10342977894154;0;0;0,45308953628044;6,94051682069296;2,11194226511572;20,419092902726;2,11194226511572;82,6443361156311
"15";1,5;0,490843579392451;4,60578108788745;0,0970440764035818;0;0;0,446963771791122;7,38748059248408;2,28640616739689;23,5604918108376;2,28640616739689;84,930742283028
"16";1,5;0,490843579392451;4,07945969134232;0,108083143581924;0;0;0,440920827556023;7,82840142004011;2,29184281732636;21,2044426297539;2,29184281732636;87,2225851003543
"17";1,5;0,490843579392451;3,75436293570462;0,115854431576093;0;0;0,43495958384641;8,26336100388652;2,45662864775801;21,2044426297539;2,45662864775801;89,6792137481123
"18";1,5;0,490843579392451;5,82829913542437;0,0736199234291748;0;0;0,429078936072268;8,69243993995878;1,67670421629865;22,7751420838097;1,67670421629865;91,355917964411
"19";1,5;0,490843579392451;6,97845349428627;0,0606549567069823;0;0;0,423277794577623;9,11571773453641;1,28615454970341;21,2044426297539;1,28615454970341;92,6420725141144
"20";1,5;0,490843579392451;5,12409557297362;0,0814885433911456;0;0;0,417555084438637;9,53327281897504;1,66392213801162;20,419092902726;1,66392213801162;94,305994652126
"21";1,5;0,490843579392451;4,55251785050878;0,0904795453395958;0;0;0,411909745264428;9,94518256423947;1,77645215585155;19,633743175698;1,77645215585155;96,0824468079776
"22";1,5;0,490843579392451;4,35698924348289;0,0932618164271074;0;0;0,406340731000583;10,3515232952401;1,68459226768261;18,0630437216422;1,68459226768261;97,7670390756602
"23";1,5;0,490843579392451;1,92587059229517;0,208138081208052;0;0;0,400847009735332;10,7523703049754;2,28845659365203;10,9948961783909;2,28845659365203;100,055495669312
"24";1,5;0,490843579392451;4,29148327215909;0,0921423988935632;0;0;0,395427563508337;11,1477978684837;1,80910019546894;19,633743175698;1,80910019546894;101,864595864781
"25";1,5;0,490843579392451;3,90701323931849;0,0998413274356128;0;0;0,390081388122071;11,5378792566058;1,7250279034486;17,2776939946143;1,7250279034486;103,58962376823
"26";1,5;0,490843579392451;2,36200138595372;0,162915862473286;0;0;0,384807492955746;11,9226867495615;2,55891856243827;15,7069945405584;2,55891856243827;106,148542330668
"27";1,5;0,490843579392451;2,90790943298176;0,130542202063186;0;0;0,379604900781751;12,3022916503433;2,25546822063084;17,2776939946143;2,25546822063084;108,404010551299
"28";1,5;0,490843579392451;4,36201695265622;0,0858485080752718;0;0;0,374472647584581;12,6767642979279;1,61810645718406;18,8483934486701;1,61810645718406;110,022117008483
"29";1,5;0,490843579392451;5,84177504841687;0,0632358793894873;0;0;0,369409782382206;13,0461740803101;1,39054385727332;21,9897923567818;1,39054385727332;111,412660865756
"30";1,5;0,490843579392451;5,11104541618321;0,0712995752094094;0;0;0,364415367049862;13,4105894473599;1,39987754819791;19,633743175698;1,39987754819791;112,812538413954
"31";1,5;0,490843579392451;4,65046837571746;0,0773015634346204;0;0;0,359488476146219;13,7700779235062;1,51771904355527;19,633743175698;1,51771904355527;114,330257457509
