"";"DAS";"ASW1";"ASW2";"ASW3";"Tot.ASW";"Root.depth";"PS1";"PS2";"PS3";"Pot.Supply"
"1";30;40;30;30;100;51,436;0,480069333333333;0;0;0,480069333333333
"2";31;39,5199306666667;30;30;99,5199306666667;51,436;0,474307669213156;0;0;0,474307669213156
"3";32;39,0456229974535;30;30;99,0456229974535;51,436;0,468615155049305;0;0;0,468615155049305
"4";33;38,5770078424042;30;30;98,5770078424042;51,436;0,462990960922444;0;0;0,462990960922444
"5";34;38,1140168814818;30;30;98,1140168814818;51,436;0,457434266873709;0;0;0,457434266873709
"6";35;37,656582614608;30;30;97,6565826146081;51,436;0,451944262785162;0;0;0,451944262785162
"7";36;37,2046383518229;30;30;97,2046383518229;51,436;0,446520148261685;0;0;0,446520148261685
"8";37;36,7581182035612;30;30;96,7581182035612;51,436;0,441161132514287;0;0;0,441161132514287
"9";38;36,3169570710469;30;30;96,3169570710469;51,436;0,43586643424482;0;0;0,43586643424482
"10";39;35,8810906368021;30;30;95,8810906368021;51,436;0,430635281532062;0;0;0,430635281532062
"11";40;35,45045535527;30;30;95,45045535527;51,436;0,42546691171919;0;0;0,42546691171919
"12";41;35,0249884435508;30;30;95,0249884435508;51,436;0,420360571302579;0;0;0,420360571302579
"13";42;34,6046278722483;30;30;94,6046278722483;51,436;0,415315515821958;0;0;0,415315515821958
"14";43;34,1893123564263;30;30;94,1893123564263;51,436;0,410331009751867;0;0;0,410331009751867
"15";44;33,7789813466744;30;30;93,7789813466744;51,436;0,405406326394428;0;0;0,405406326394428
"16";45;33,37357502028;30;30;93,37357502028;51,436;0,400540747773395;0;0;0,400540747773395
"17";46;32,9730342725066;30;30;92,9730342725066;51,436;0,395733564529485;0;0;0,395733564529485
"18";47;32,5773007079771;30;30;92,5773007079771;51,436;0,390984075816953;0;0;0,390984075816953
"19";48;32,1863166321602;30;30;92,1863166321602;51,436;0,386291589201418;0;0;0,386291589201418
"20";49;31,8000250429588;30;30;91,8000250429588;51,436;0,381655420558913;0;0;0,381655420558913
"21";50;31,4183696223998;30;30;91,4183696223998;51,436;0,377074893976144;0;0;0,377074893976144
"22";51;31,0412947284237;30;30;91,0412947284237;51,436;0,372549341651947;0;0;0,372549341651947
"23";52;30,6687453867718;30;30;90,6687453867717;51,436;0,368078103799931;0;0;0,368078103799931
"24";53;30,3006672829718;30;30;90,3006672829718;51,436;0,363660528552286;0;0;0,363660528552286
"25";54;29,9370067544195;30;30;89,9370067544195;51,436;0,359295971864742;0;0;0,359295971864742
"26";55;29,5777107825548;30;30;89,5777107825548;51,436;0,354983797422681;0;0;0,354983797422681
"27";56;29,2227269851321;30;30;89,2227269851321;51,436;0,35072337654836;0;0;0,35072337654836
"28";57;28,8720036085838;30;30;88,8720036085838;51,436;0,34651408810926;0;0;0,34651408810926
"29";58;28,5254895204745;30;30;88,5254895204745;51,436;0,342355318427529;0;0;0,342355318427529
"30";59;28,183134202047;30;30;88,183134202047;51,436;0,338246461190514;0;0;0,338246461190514
"31";60;27,8448877408564;30;30;87,8448877408564;51,436;0,334186917362362;0;0;0,334186917362362
